AnoYear,BanderaFlag,ArteGear,EspeciesSpecies,t
2011,USA,LL,BET,1050
2011,USA,LL,BIL,0
2011,USA,LL,BLM,0
2011,USA,LL,BUM,38
2011,USA,LL,DOX,76
2011,USA,LL,MLS,31
2011,USA,LL,MZZ,451
2011,USA,LL,SFA,2
2011,USA,LL,SKH,21
2011,USA,LL,SKJ,30
2011,USA,LL,SSP,31
2011,USA,LL,SWO,764
2011,USA,LL,TUN,0
2011,USA,LL,YFT,55
2011,USA,LTL,ALB,10054
2011,USA,LTL,PBF,0
2011,USA,LTL,SKJ,0
2011,USA,OTR,ALB,0
2011,USA,OTR,DOX,0
2011,USA,OTR,PBF,1
2011,USA,OTR,SKH,28
2011,USA,OTR,TUN,0
2011,USA,OTR,YFT,1
2011,USA,RG,ALB,421
2011,USA,RG,BZX,2
2011,USA,RG,MZZ,160
2011,USA,RG,PBF,225
2011,USA,RG,YFT,324
2011,VEN,PS,BET,301
2011,VEN,PS,BIL,1
2011,VEN,PS,BKJ,39
2011,VEN,PS,BLM,10
2011,VEN,PS,BUM,6
2011,VEN,PS,BZX,0
2011,VEN,PS,CGX,9
2011,VEN,PS,DOX,116
2011,VEN,PS,MLS,3
2011,VEN,PS,MZZ,12
2011,VEN,PS,SFA,7
2011,VEN,PS,SKH,23
2011,VEN,PS,SKJ,27026
2011,VEN,PS,SRX,1
2011,VEN,PS,SWO,1
2011,VEN,PS,TUN,10
2011,VEN,PS,YFT,18712
2011,VUT,LL,ALB,2856
2011,VUT,LL,BET,694
2011,VUT,LL,BLM,2
2011,VUT,LL,BUM,34
2011,VUT,LL,MLS,60
2011,VUT,LL,MZZ,190
2011,VUT,LL,SKH,54
2011,VUT,LL,SKJ,1
2011,VUT,LL,SWO,118
2011,VUT,LL,YFT,150
2012,BLZ,LL,BET,12
2012,BLZ,LL,BLM,17
2012,BLZ,LL,BUM,32
2012,BLZ,LL,MLS,97
2012,BLZ,LL,MZZ,14
2012,BLZ,LL,SFA,0
2012,BLZ,LL,SKH,1444
2012,BLZ,LL,SWO,924
2012,BLZ,LL,YFT,42
2012,CAN,LTL,ALB,2484
2012,CHL,NK,BZX,62
2012,CHL,NK,SKJ,7
2012,CHL,NK,SWO,6239
2012,CHL,NK,YFT,50
2012,CHN,LL,ALB,7485
2012,CHN,LL,BET,4386
2012,CHN,LL,BLM,375
2012,CHN,LL,BUM,1054
2012,CHN,LL,MLS,761
2012,CHN,LL,MZZ,505
2012,CHN,LL,SKH,929
2012,CHN,LL,SWO,1226
2012,CHN,LL,YFT,2591
2012,COL,PS,BET,1873
2012,COL,PS,BIL,1
2012,COL,PS,BLM,7
2012,COL,PS,BUM,4
2012,COL,PS,CGX,0
2012,COL,PS,DOX,109
2012,COL,PS,MLS,3
2012,COL,PS,MZZ,22
2012,COL,PS,SFA,0
2012,COL,PS,SKH,2
2012,COL,PS,SKJ,15760
2012,COL,PS,SRX,0
2012,COL,PS,SSP,0
2012,COL,PS,SWO,0
2012,COL,PS,YFT,20924
2012,CRI,LL,BET,3
2012,CRI,LL,BUM,629
2012,CRI,LL,DOX,2193
2012,CRI,LL,MLS,316
2012,CRI,LL,MZZ,12
2012,CRI,LL,SFA,272
2012,CRI,LL,SKH,4572
2012,CRI,LL,SKJ,20
2012,CRI,LL,SWO,2205
2012,CRI,LL,TUN,196
2012,CRI,LL,YFT,1482
2012,ECU,LL,BET,472
2012,ECU,LL,BIL,2090
2012,ECU,LL,BKJ,5
2012,ECU,LL,BZX,1
2012,ECU,LL,DOX,14464
2012,ECU,LL,MLS,261
2012,ECU,LL,MZZ,291
2012,ECU,LL,SFA,311
2012,ECU,LL,SKJ,2200
2012,ECU,LL,SSP,0
2012,ECU,LL,SWO,1656
2012,ECU,LL,YFT,2581
2012,ECU,PS,BET,45633
2012,ECU,PS,BIL,3
2012,ECU,PS,BKJ,872
2012,ECU,PS,BLM,33
2012,ECU,PS,BUM,124
2012,ECU,PS,BZX,3837
2012,ECU,PS,CGX,2
2012,ECU,PS,DOX,1322
2012,ECU,PS,MLS,6
2012,ECU,PS,MZZ,774
2012,ECU,PS,SFA,0
2012,ECU,PS,SKH,66
2012,ECU,PS,SKJ,151280
2012,ECU,PS,SRX,1
2012,ECU,PS,SSP,0
2012,ECU,PS,SWO,1
2012,ECU,PS,TUN,38
2012,ECU,PS,YFT,29485
2012,EU (ESP),LL,ALB,20
2012,EU (ESP),LL,BET,109
2012,EU (ESP),LL,BUM,81
2012,EU (ESP),LL,BXQ,0
2012,EU (ESP),LL,DOX,303
2012,EU (ESP),LL,MLS,163
2012,EU (ESP),LL,MZZ,394
2012,EU (ESP),LL,PBF,0
2012,EU (ESP),LL,SFA,88
2012,EU (ESP),LL,SKH,5947
2012,EU (ESP),LL,SKJ,0
2012,EU (ESP),LL,SSP,50
2012,EU (ESP),LL,SWO,8959
2012,EU (ESP),LL,YFT,15
2012,EU (ESP),PS,BET,3866
2012,EU (ESP),PS,BIL,0
2012,EU (ESP),PS,BKJ,10
2012,EU (ESP),PS,BLM,1
2012,EU (ESP),PS,BUM,5
2012,EU (ESP),PS,CGX,0
2012,EU (ESP),PS,DOX,9
2012,EU (ESP),PS,MZZ,1
2012,EU (ESP),PS,SFA,0
2012,EU (ESP),PS,SKH,0
2012,EU (ESP),PS,SKJ,15773
2012,EU (ESP),PS,SRX,0
2012,EU (ESP),PS,SSP,0
2012,EU (ESP),PS,YFT,1065
2012,FRA (PYF),LL,ALB,2552
2012,FRA (PYF),LL,BET,464
2012,FRA (PYF),LL,BLM,0
2012,FRA (PYF),LL,BUM,171
2012,FRA (PYF),LL,DOX,101
2012,FRA (PYF),LL,MLS,83
2012,FRA (PYF),LL,MZZ,439
2012,FRA (PYF),LL,SFA,3
2012,FRA (PYF),LL,SKJ,35
2012,FRA (PYF),LL,SSP,25
2012,FRA (PYF),LL,SWO,82
2012,FRA (PYF),LL,YFT,538
2012,FRA (PYF),OTR,ALB,210
2012,FRA (PYF),OTR,BET,8
2012,FRA (PYF),OTR,BUM,177
2012,FRA (PYF),OTR,DOX,329
2012,FRA (PYF),OTR,MLS,20
2012,FRA (PYF),OTR,MZZ,220
2012,FRA (PYF),OTR,SFA,3
2012,FRA (PYF),OTR,SKJ,1032
2012,FRA (PYF),OTR,YFT,478
2012,GTM,NK,DOX,15
2012,GTM,NK,MZZ,7
2012,GTM,NK,SKH,318
2012,JPN,LL,ALB,2216
2012,JPN,LL,BET,16323
2012,JPN,LL,BLM,19
2012,JPN,LL,BUM,740
2012,JPN,LL,MLS,665
2012,JPN,LL,SFA,5
2012,JPN,LL,SKH,1468
2012,JPN,LL,SKJ,74
2012,JPN,LL,SSP,459
2012,JPN,LL,SWO,3866
2012,JPN,LL,YFT,3600
2012,KOR,LL,ALB,195
2012,KOR,LL,BET,7450
2012,KOR,LL,BLM,15
2012,KOR,LL,BUM,384
2012,KOR,LL,MLS,42
2012,KOR,LL,MZZ,207
2012,KOR,LL,PBF,0
2012,KOR,LL,SFA,0
2012,KOR,LL,SKH,324
2012,KOR,LL,SKJ,10
2012,KOR,LL,SWO,1029
2012,KOR,LL,YFT,631
2012,MEX,GN,MZZ,2
2012,MEX,GN,SWO,3
2012,MEX,LL,BXQ,11
2012,MEX,LL,CGX,1
2012,MEX,LL,DOX,28
2012,MEX,LL,MZZ,63
2012,MEX,LL,PBF,1
2012,MEX,LL,SKH,15443
2012,MEX,LL,SWO,374
2012,MEX,LL,YFT,7
2012,MEX,LP,SKJ,201
2012,MEX,LP,YFT,363
2012,MEX,PS,BET,225
2012,MEX,PS,BIL,4
2012,MEX,PS,BKJ,3614
2012,MEX,PS,BLM,12
2012,MEX,PS,BUM,19
2012,MEX,PS,BZX,4329
2012,MEX,PS,CGX,48
2012,MEX,PS,DOX,84
2012,MEX,PS,MLS,13
2012,MEX,PS,MZZ,37
2012,MEX,PS,PBF,6667
2012,MEX,PS,SFA,9
2012,MEX,PS,SKH,138
2012,MEX,PS,SKJ,18058
2012,MEX,PS,SRX,0
2012,MEX,PS,SSP,0
2012,MEX,PS,SWO,2
2012,MEX,PS,YFT,93323
2012,NIC,NK,DOX,531
2012,NIC,NK,SFA,12
2012,NIC,NK,SKH,20
2012,NIC,NK,SWO,17
2012,NIC,NK,TUN,22
2012,NIC,PS,BET,1250
2012,NIC,PS,BIL,0
2012,NIC,PS,BLM,1
2012,NIC,PS,BUM,2
2012,NIC,PS,CGX,0
2012,NIC,PS,DOX,16
2012,NIC,PS,MLS,0
2012,NIC,PS,MZZ,9
2012,NIC,PS,SFA,0
2012,NIC,PS,SKH,0
2012,NIC,PS,SKJ,3931
2012,NIC,PS,SRX,0
2012,NIC,PS,SSP,0
2012,NIC,PS,SWO,0
2012,NIC,PS,YFT,7541
2012,PAN,LL,BIL,52
2012,PAN,LL,DOX,78
2012,PAN,LL,MZZ,30
2012,PAN,LL,SFA,3
2012,PAN,LL,SKH,353
2012,PAN,LL,SWO,711
2012,PAN,LL,YFT,519
2012,PAN,PS,BET,7238
2012,PAN,PS,BIL,1
2012,PAN,PS,BLM,9
2012,PAN,PS,BUM,14
2012,PAN,PS,BZX,25
2012,PAN,PS,CGX,0
2012,PAN,PS,DOX,123
2012,PAN,PS,MLS,2
2012,PAN,PS,MZZ,19
2012,PAN,PS,SFA,0
2012,PAN,PS,SKH,3
2012,PAN,PS,SKJ,25786
2012,PAN,PS,SRX,0
2012,PAN,PS,SSP,0
2012,PAN,PS,SWO,1
2012,PAN,PS,YFT,15932
2012,PER,NK,ALB,0
2012,PER,NK,BET,19
2012,PER,NK,BKJ,7
2012,PER,NK,DOX,25752
2012,PER,NK,SKJ,69
2012,PER,NK,SWO,766
2012,PER,NK,TUN,198
2012,PER,NK,YFT,251
2012,TWN,LL,ALB,6145
2012,TWN,LL,BET,4999
2012,TWN,LL,BIL,23
2012,TWN,LL,BLM,1
2012,TWN,LL,BUM,577
2012,TWN,LL,MLS,224
2012,TWN,LL,SKH,1168
2012,TWN,LL,SKJ,31
2012,TWN,LL,SWO,1778
2012,TWN,LL,YFT,749
2012,OTH,LL,BET,10
2012,OTH,LL,BIL,1
2012,OTH,LL,BLM,11
2012,OTH,LL,MZZ,7
2012,OTH,LL,SKH,101
2012,OTH,LL,SWO,156
2012,OTH,LL,YFT,5
2012,OTH,LP,SKJ,102
2012,OTH,LP,YFT,37
2012,OTH,PS,BET,5087
2012,OTH,PS,BIL,0
2012,OTH,PS,BKJ,1
2012,OTH,PS,BLM,0
2012,OTH,PS,BUM,4
2012,OTH,PS,CGX,0
2012,OTH,PS,DOX,14
2012,OTH,PS,MLS,2
2012,OTH,PS,MZZ,0
2012,OTH,PS,PBF,38
2012,OTH,PS,SFA,0
2012,OTH,PS,SKH,0
2012,OTH,PS,SKJ,14798
2012,OTH,PS,SRX,1
2012,OTH,PS,SWO,0
2012,OTH,PS,TUN,1
2012,OTH,PS,YFT,6339
2012,USA,GN,ALB,8
2012,USA,GN,BET,0
2012,USA,GN,MZZ,16
2012,USA,GN,PBF,4
2012,USA,GN,SKH,48
2012,USA,GN,SKJ,1
2012,USA,GN,SWO,118
2012,USA,HAR,SKH,0
2012,USA,HAR,SWO,5
2012,USA,LL,ALB,65
2012,USA,LL,BET,875
2012,USA,LL,BIL,0
2012,USA,LL,BLM,0
2012,USA,LL,BUM,21
2012,USA,LL,DOX,86
2012,USA,LL,MLS,19
2012,USA,LL,MZZ,381
2012,USA,LL,SFA,1
2012,USA,LL,SKH,21
2012,USA,LL,SKJ,7
2012,USA,LL,SSP,17
2012,USA,LL,SWO,495
2012,USA,LL,TUN,0
2012,USA,LL,YFT,39
2012,USA,LTL,ALB,14184
2012,USA,LTL,PBF,0
2012,USA,LTL,SKH,0
2012,USA,LTL,SKJ,0
2012,USA,OTR,ALB,2
2012,USA,OTR,DOX,1
2012,USA,OTR,PBF,0
2012,USA,OTR,SKH,42
2012,USA,OTR,SKJ,0
2012,USA,OTR,SWO,1
2012,USA,OTR,YFT,0
2012,USA,RG,ALB,1212
2012,USA,RG,BZX,2
2012,USA,RG,MZZ,136
2012,USA,RG,PBF,400
2012,USA,RG,TUN,0
2012,USA,RG,YFT,708
2012,VEN,PS,BET,848
2012,VEN,PS,BIL,0
2012,VEN,PS,BKJ,7
2012,VEN,PS,BLM,7
2012,VEN,PS,BUM,5
2012,VEN,PS,CGX,3
2012,VEN,PS,DOX,127
2012,VEN,PS,MLS,2
2012,VEN,PS,MZZ,12
2012,VEN,PS,SFA,3
2012,VEN,PS,SKH,14
2012,VEN,PS,SKJ,20829
2012,VEN,PS,SRX,1
2012,VEN,PS,SWO,1
2012,VEN,PS,TUN,2
2012,VEN,PS,YFT,23408
2012,VUT,LL,ALB,5518
2012,VUT,LL,BET,1063
2012,VUT,LL,BLM,4
2012,VUT,LL,BUM,34
2012,VUT,LL,DOX,2
2012,VUT,LL,MLS,71
2012,VUT,LL,MZZ,349
2012,VUT,LL,PBF,0
2012,VUT,LL,SFA,2
2012,VUT,LL,SKH,120
2012,VUT,LL,SKJ,4
2012,VUT,LL,SWO,127
2012,VUT,LL,YFT,154
2013,BLZ,LL,ALB,12
2013,BLZ,LL,BET,148
2013,BLZ,LL,BLM,75
2013,BLZ,LL,BUM,79
2013,BLZ,LL,MLS,35
2013,BLZ,LL,SKH,1403
2013,BLZ,LL,SWO,1279
2013,BLZ,LL,YFT,28
2013,CAN,LTL,ALB,5088
2013,CHL,NK,BET,1
2013,CHL,NK,BZX,19
2013,CHL,NK,SWO,4852
2013,CHL,NK,YFT,4
2013,CHN,LL,ALB,11055
2013,CHN,LL,BET,5199
2013,CHN,LL,BLM,10
2013,CHN,LL,BUM,1072
2013,CHN,LL,MLS,587
2013,CHN,LL,MZZ,407
2013,CHN,LL,SKH,1043
2013,CHN,LL,SWO,1537
2013,CHN,LL,YFT,1874
2013,COL,PS,BET,1405
2013,COL,PS,BIL,0
2013,COL,PS,BKJ,14
2013,COL,PS,BLM,5
2013,COL,PS,BUM,6
2013,COL,PS,CGX,1
2013,COL,PS,DOX,109
2013,COL,PS,MLS,1
2013,COL,PS,MZZ,24
2013,COL,PS,SFA,0
2013,COL,PS,SKH,0
2013,COL,PS,SKJ,22168
2013,COL,PS,SRX,0
2013,COL,PS,SSP,0
2013,COL,PS,SWO,0
2013,COL,PS,YFT,16476
2013,CRI,LL,BUM,614
2013,CRI,LL,DOX,1390
2013,CRI,LL,MLS,270
2013,CRI,LL,MZZ,39
2013,CRI,LL,SFA,211
2013,CRI,LL,SKH,4278
2013,CRI,LL,SKJ,0
2013,CRI,LL,SWO,830
2013,CRI,LL,YFT,1424
2013,ECU,LL,BET,330
2013,ECU,LL,BIL,2666
2013,ECU,LL,BKJ,10
2013,ECU,LL,BZX,13
2013,ECU,LL,DOX,9297
2013,ECU,LL,MLS,422
2013,ECU,LL,MZZ,161
2013,ECU,LL,SFA,307
2013,ECU,LL,SKJ,1874
2013,ECU,LL,SWO,1401
2013,ECU,LL,YFT,1945
2013,ECU,PS,BET,32444
2013,ECU,PS,BIL,11
2013,ECU,PS,BKJ,633
2013,ECU,PS,BLM,46
2013,ECU,PS,BUM,118
2013,ECU,PS,BZX,806
2013,ECU,PS,CGX,8
2013,ECU,PS,DOX,1113
2013,ECU,PS,MLS,6
2013,ECU,PS,MZZ,1237
2013,ECU,PS,SFA,0
2013,ECU,PS,SKH,75
2013,ECU,PS,SKJ,172002
2013,ECU,PS,SRX,0
2013,ECU,PS,SSP,0
2013,ECU,PS,SWO,1
2013,ECU,PS,TUN,18
2013,ECU,PS,YFT,27655
2013,EU (ESP),LL,ALB,12
2013,EU (ESP),LL,BET,66
2013,EU (ESP),LL,BLM,0
2013,EU (ESP),LL,BUM,29
2013,EU (ESP),LL,DOX,196
2013,EU (ESP),LL,MLS,102
2013,EU (ESP),LL,MZZ,382
2013,EU (ESP),LL,SFA,75
2013,EU (ESP),LL,SKH,6731
2013,EU (ESP),LL,SKJ,0
2013,EU (ESP),LL,SSP,48
2013,EU (ESP),LL,SWO,8467
2013,EU (ESP),LL,YFT,6
2013,EU (ESP),PS,BET,1672
2013,EU (ESP),PS,BLM,3
2013,EU (ESP),PS,BUM,1
2013,EU (ESP),PS,CGX,0
2013,EU (ESP),PS,DOX,8
2013,EU (ESP),PS,MZZ,5
2013,EU (ESP),PS,SKH,2
2013,EU (ESP),PS,SKJ,2900
2013,EU (ESP),PS,SRX,0
2013,EU (ESP),PS,YFT,511
2013,FRA (PYF),LL,ALB,2343
2013,FRA (PYF),LL,BET,527
2013,FRA (PYF),LL,BUM,162
2013,FRA (PYF),LL,DOX,122
2013,FRA (PYF),LL,MLS,71
2013,FRA (PYF),LL,MZZ,529
2013,FRA (PYF),LL,SFA,4
2013,FRA (PYF),LL,SKJ,23
2013,FRA (PYF),LL,SSP,26
2013,FRA (PYF),LL,SWO,85
2013,FRA (PYF),LL,YFT,410
2013,FRA (PYF),OTR,ALB,271
2013,FRA (PYF),OTR,BET,16
2013,FRA (PYF),OTR,BUM,168
2013,FRA (PYF),OTR,DOX,465
2013,FRA (PYF),OTR,MLS,19
2013,FRA (PYF),OTR,MZZ,148
2013,FRA (PYF),OTR,SKJ,769
2013,FRA (PYF),OTR,YFT,426
2013,JPN,LL,ALB,1651
2013,JPN,LL,BET,14258
2013,JPN,LL,BLM,20
2013,JPN,LL,BUM,866
2013,JPN,LL,MLS,548
2013,JPN,LL,PBF,0
2013,JPN,LL,SFA,5
2013,JPN,LL,SKH,1164
2013,JPN,LL,SKJ,70
2013,JPN,LL,SSP,802
2013,JPN,LL,SWO,3637
2013,JPN,LL,YFT,3117
2013,KOR,LL,ALB,493
2013,KOR,LL,BET,8822
2013,KOR,LL,BLM,31
2013,KOR,LL,BUM,854
2013,KOR,LL,MLS,91
2013,KOR,LL,MZZ,330
2013,KOR,LL,PBF,1
2013,KOR,LL,SFA,1
2013,KOR,LL,SKH,276
2013,KOR,LL,SKJ,4
2013,KOR,LL,SWO,1692
2013,KOR,LL,YFT,928
2013,MEX,LL,BXQ,20
2013,MEX,LL,CGX,1
2013,MEX,LL,DOX,20
2013,MEX,LL,MZZ,24
2013,MEX,LL,SKH,16524
2013,MEX,LL,SWO,384
2013,MEX,LL,YFT,8
2013,MEX,PS,BET,124
2013,MEX,PS,BIL,0
2013,MEX,PS,BKJ,2870
2013,MEX,PS,BLM,12
2013,MEX,PS,BUM,17
2013,MEX,PS,BZX,1260
2013,MEX,PS,CGX,5
2013,MEX,PS,DOX,42
2013,MEX,PS,MLS,12
2013,MEX,PS,MZZ,47
2013,MEX,PS,PBF,3154
2013,MEX,PS,SFA,11
2013,MEX,PS,SKH,133
2013,MEX,PS,SKJ,17350
2013,MEX,PS,SRX,0
2013,MEX,PS,SSP,0
2013,MEX,PS,SWO,1
2013,MEX,PS,TUN,16
2013,MEX,PS,YFT,114706
2013,NIC,NK,BIL,1
2013,NIC,NK,CGX,3
2013,NIC,NK,DOX,956
2013,NIC,NK,MZZ,1
2013,NIC,NK,SFA,9
2013,NIC,NK,SKH,15
2013,NIC,NK,SWO,10
2013,NIC,NK,TUN,23
2013,NIC,PS,BET,2749
2013,NIC,PS,BIL,1
2013,NIC,PS,BLM,3
2013,NIC,PS,BUM,5
2013,NIC,PS,CGX,0
2013,NIC,PS,DOX,53
2013,NIC,PS,MLS,1
2013,NIC,PS,MZZ,22
2013,NIC,PS,SFA,0
2013,NIC,PS,SKH,0
2013,NIC,PS,SKJ,4345
2013,NIC,PS,SRX,0
2013,NIC,PS,SSP,0
2013,NIC,PS,YFT,8261
2013,PAN,LL,ALB,33
2013,PAN,LL,BIL,28
2013,PAN,LL,DOX,73
2013,PAN,LL,MZZ,22
2013,PAN,LL,SFA,1
2013,PAN,LL,SKH,619
2013,PAN,LL,SKJ,3
2013,PAN,LL,SWO,483
2013,PAN,LL,YFT,325
2013,PAN,PS,BET,6118
2013,PAN,PS,BIL,1
2013,PAN,PS,BKJ,40
2013,PAN,PS,BLM,20
2013,PAN,PS,BUM,9
2013,PAN,PS,CGX,1
2013,PAN,PS,DOX,50
2013,PAN,PS,MLS,1
2013,PAN,PS,MZZ,39
2013,PAN,PS,SFA,1
2013,PAN,PS,SKH,3
2013,PAN,PS,SKJ,31022
2013,PAN,PS,SRX,0
2013,PAN,PS,SWO,0
2013,PAN,PS,YFT,18301
2013,PER,NK,ALB,0
2013,PER,NK,BET,82
2013,PER,NK,BKJ,24
2013,PER,NK,DOX,21250
2013,PER,NK,SKJ,268
2013,PER,NK,SWO,590
2013,PER,NK,TUN,29
2013,PER,NK,YFT,368
2013,TWN,LL,ALB,6966
2013,TWN,LL,BET,4162
2013,TWN,LL,BIL,28
2013,TWN,LL,BLM,2
2013,TWN,LL,BUM,429
2013,TWN,LL,MLS,185
2013,TWN,LL,SKH,936
2013,TWN,LL,SKJ,22
2013,TWN,LL,SWO,1677
2013,TWN,LL,TUN,0
2013,TWN,LL,YFT,572
2013,OTH,LP,SKJ,164
2013,OTH,LP,YFT,759
2013,OTH,NK,DOX,1
2013,OTH,NK,MZZ,6
2013,OTH,NK,SKH,88
2013,OTH,NK,TUN,476
2013,OTH,PS,BET,4012
2013,OTH,PS,BIL,0
2013,OTH,PS,BLM,2
2013,OTH,PS,BUM,5
2013,OTH,PS,BZX,1
2013,OTH,PS,CGX,0
2013,OTH,PS,DOX,10
2013,OTH,PS,MLS,0
2013,OTH,PS,MZZ,4
2013,OTH,PS,SFA,0
2013,OTH,PS,SKH,1
2013,OTH,PS,SKJ,11251
2013,OTH,PS,SRX,0
2013,OTH,PS,SSP,0
2013,OTH,PS,TUN,13
2013,OTH,PS,YFT,7381
2013,USA,GN,ALB,5
2013,USA,GN,MZZ,19
2013,USA,GN,PBF,7
2013,USA,GN,SKH,65
2013,USA,GN,SKJ,0
2013,USA,GN,SWO,95
2013,USA,HAR,SKH,0
2013,USA,HAR,SWO,6
2013,USA,LL,ALB,19
2013,USA,LL,BET,2054
2013,USA,LL,BIL,0
2013,USA,LL,BLM,0
2013,USA,LL,BUM,59
2013,USA,LL,DOX,129
2013,USA,LL,MLS,70
2013,USA,LL,MZZ,686
2013,USA,LL,PBF,0
2013,USA,LL,SFA,1
2013,USA,LL,SKH,15
2013,USA,LL,SKJ,11
2013,USA,LL,SSP,38
2013,USA,LL,SWO,687
2013,USA,LL,YFT,43
2013,USA,LTL,ALB,12310
2013,USA,LTL,DOX,0
2013,USA,LTL,PBF,0
2013,USA,LTL,SKH,0
2013,USA,LTL,SKJ,0
2013,USA,OTR,ALB,0
2013,USA,OTR,BZX,0
2013,USA,OTR,DOX,0
2013,USA,OTR,MZZ,0
2013,USA,OTR,PBF,3
2013,USA,OTR,SKH,36
2013,USA,OTR,SKJ,1
2013,USA,OTR,SWO,7
2013,USA,OTR,YFT,2
2013,USA,RG,ALB,839
2013,USA,RG,BZX,8
2013,USA,RG,MZZ,99
2013,USA,RG,PBF,809
2013,USA,RG,SKJ,4
2013,USA,RG,YFT,433
2013,VEN,PS,BET,963
2013,VEN,PS,BIL,1
2013,VEN,PS,BKJ,23
2013,VEN,PS,BLM,8
2013,VEN,PS,BUM,11
2013,VEN,PS,CGX,1
2013,VEN,PS,DOX,62
2013,VEN,PS,MLS,2
2013,VEN,PS,MZZ,12
2013,VEN,PS,SFA,4
2013,VEN,PS,SKH,1
2013,VEN,PS,SKJ,17522
2013,VEN,PS,SRX,0
2013,VEN,PS,SSP,0
2013,VEN,PS,SWO,0
2013,VEN,PS,TUN,6
2013,VEN,PS,YFT,24896
2013,VUT,LL,ALB,2813
2013,VUT,LL,BET,604
2013,VUT,LL,BIL,2
2013,VUT,LL,BLM,0
2013,VUT,LL,BUM,40
2013,VUT,LL,DOX,23
2013,VUT,LL,MLS,58
2013,VUT,LL,MZZ,214
2013,VUT,LL,SFA,9
2013,VUT,LL,SKH,101
2013,VUT,LL,SKJ,20
2013,VUT,LL,SSP,0
2013,VUT,LL,SWO,184
2013,VUT,LL,YFT,101
2014,BLZ,LL,ALB,1
2014,BLZ,LL,BET,24
2014,BLZ,LL,BLM,31
2014,BLZ,LL,BUM,62
2014,BLZ,LL,MLS,6
2014,BLZ,LL,SKH,838
2014,BLZ,LL,SWO,393
2014,BLZ,LL,YFT,4
2014,CAN,LTL,ALB,4780
2014,CHL,NK,BZX,38
2014,CHL,NK,DOX,237
2014,CHL,NK,SWO,5799
2014,CHL,NK,YFT,8
2014,CHN,LL,ALB,16909
2014,CHN,LL,BET,5253
2014,CHN,LL,BLM,45
2014,CHN,LL,BUM,790
2014,CHN,LL,MLS,233
2014,CHN,LL,MZZ,560
2014,CHN,LL,SKH,539
2014,CHN,LL,SWO,1546
2014,CHN,LL,YFT,2120
2014,COL,PS,BET,2479
2014,COL,PS,BIL,2
2014,COL,PS,BKJ,10
2014,COL,PS,BLM,7
2014,COL,PS,BUM,14
2014,COL,PS,CGX,3
2014,COL,PS,DOX,137
2014,COL,PS,MLS,1
2014,COL,PS,MZZ,66
2014,COL,PS,SFA,0
2014,COL,PS,SKH,0
2014,COL,PS,SKJ,22732
2014,COL,PS,SRX,0
2014,COL,PS,SSP,0
2014,COL,PS,SWO,0
2014,COL,PS,YFT,17184
2014,CRI,LL,BET,9
2014,CRI,LL,BKJ,11
2014,CRI,LL,BUM,644
2014,CRI,LL,DOX,2822
2014,CRI,LL,MLS,434
2014,CRI,LL,MZZ,85
2014,CRI,LL,SFA,376
2014,CRI,LL,SKH,3153
2014,CRI,LL,SKJ,4
2014,CRI,LL,SWO,1119
2014,CRI,LL,YFT,1072
2014,ECU,PS,BET,39094
2014,ECU,PS,BIL,3
2014,ECU,PS,BKJ,707
2014,ECU,PS,BLM,24
2014,ECU,PS,BUM,141
2014,ECU,PS,BZX,1855
2014,ECU,PS,CGX,8
2014,ECU,PS,DOX,1281
2014,ECU,PS,MLS,5
2014,ECU,PS,MZZ,1263
2014,ECU,PS,SFA,0
2014,ECU,PS,SKH,60
2014,ECU,PS,SKJ,172239
2014,ECU,PS,SRX,0
2014,ECU,PS,SSP,0
2014,ECU,PS,SWO,0
2014,ECU,PS,TUN,65
2014,ECU,PS,YFT,37545
2014,EU (ESP),LL,ALB,17
2014,EU (ESP),LL,BET,96
2014,EU (ESP),LL,BLM,2
2014,EU (ESP),LL,BUM,70
2014,EU (ESP),LL,DOX,132
2014,EU (ESP),LL,MLS,149
2014,EU (ESP),LL,MZZ,283
2014,EU (ESP),LL,SFA,53
2014,EU (ESP),LL,SKH,4619
2014,EU (ESP),LL,SKJ,0
2014,EU (ESP),LL,SSP,41
2014,EU (ESP),LL,SWO,8035
2014,EU (ESP),LL,YFT,16
2014,EU (ESP),PS,BET,2812
2014,EU (ESP),PS,BIL,0
2014,EU (ESP),PS,BLM,0
2014,EU (ESP),PS,BUM,2
2014,EU (ESP),PS,CGX,0
2014,EU (ESP),PS,DOX,11
2014,EU (ESP),PS,MLS,0
2014,EU (ESP),PS,MZZ,1
2014,EU (ESP),PS,SKH,0
2014,EU (ESP),PS,SKJ,5581
2014,EU (ESP),PS,SRX,0
2014,EU (ESP),PS,SSP,0
2014,EU (ESP),PS,YFT,760
2014,FRA (PYF),LL,ALB,2173
2014,FRA (PYF),LL,BET,526
2014,FRA (PYF),LL,BLM,1
2014,FRA (PYF),LL,BUM,177
2014,FRA (PYF),LL,DOX,138
2014,FRA (PYF),LL,MLS,76
2014,FRA (PYF),LL,MZZ,636
2014,FRA (PYF),LL,SFA,6
2014,FRA (PYF),LL,SKJ,25
2014,FRA (PYF),LL,SSP,25
2014,FRA (PYF),LL,SWO,88
2014,FRA (PYF),LL,YFT,567
2014,FRA (PYF),OTR,ALB,242
2014,FRA (PYF),OTR,BET,15
2014,FRA (PYF),OTR,BUM,186
2014,FRA (PYF),OTR,DOX,570
